lat,lng,elevation_m
12.96,80.172,7.5
12.96,80.176,7.3
12.96,80.18,7.0
12.96,80.184,6.0
12.96,80.188,5.8
12.96,80.192,6.2
12.96,80.196,5.2
12.96,80.2,6.0
12.96,80.204,4.8
12.96,80.208,5.0
12.96,80.212,4.5
12.96,80.216,5.3
12.96,80.22,4.3
12.96,80.224,4.2
12.96,80.228,3.7
12.96,80.232,4.2
12.96,80.236,4.1
12.96,80.24,3.3
12.96,80.244,3.2
12.96,80.248,2.7
12.96,80.252,2.3
12.96,80.256,3.1
12.96,80.26,2.9
12.96,80.264,2.7
12.96,80.268,1.6
12.96,80.272,2.1
12.96,80.276,1.8
12.96,80.28,1.2
12.96,80.284,0.5
12.96,80.288,1.3
12.964,80.12,9.7
12.964,80.124,10.0
12.964,80.128,9.8
12.964,80.132,9.2
12.964,80.136,9.6
12.964,80.14,9.0
12.964,80.144,8.2
12.964,80.148,8.3
12.964,80.152,8.0
12.964,80.156,7.6
12.964,80.16,7.7
12.964,80.164,7.9
12.964,80.168,7.1
12.964,80.172,7.0
12.964,80.176,7.1
12.964,80.18,6.6
12.964,80.184,6.7
12.964,80.188,6.2
12.964,80.192,6.2
12.964,80.196,6.4
12.964,80.2,5.4
12.964,80.204,5.5
12.964,80.208,5.4
12.964,80.212,5.1
12.964,80.216,4.7
12.964,80.22,4.8
12.964,80.224,4.5
12.964,80.228,3.6
12.964,80.232,3.3
12.964,80.236,3.0
12.964,80.24,4.1
12.964,80.244,2.7
12.964,80.248,2.6
12.964,80.252,2.8
12.964,80.256,2.4
12.964,80.26,2.2
12.964,80.264,2.7
12.964,80.268,2.1
12.964,80.272,1.7
12.964,80.276,1.6
12.964,80.28,1.5
12.964,80.284,1.5
12.964,80.288,1.2
12.968,80.12,10.5
12.968,80.124,10.0
12.968,80.128,10.2
12.968,80.132,9.1
12.968,80.136,9.4
12.968,80.14,8.6
12.968,80.144,8.6
12.968,80.148,8.1
12.968,80.152,8.1
12.968,80.156,8.7
12.968,80.16,7.7
12.968,80.164,8.1
12.968,80.168,7.6
12.968,80.172,6.6
12.968,80.176,6.7
12.968,80.18,7.3
12.968,80.184,7.1
12.968,80.188,6.7
12.968,80.192,5.5
12.968,80.196,5.5
12.968,80.2,5.8
12.968,80.204,6.0
12.968,80.208,4.6
12.968,80.212,4.7
12.968,80.216,5.4
12.968,80.22,4.9
12.968,80.224,3.9
12.968,80.228,4.5
12.968,80.232,3.9
12.968,80.236,3.8
12.968,80.24,3.8
12.968,80.244,2.9
12.968,80.248,3.3
12.968,80.252,3.1
12.968,80.256,2.7
12.968,80.26,2.0
12.968,80.264,2.7
12.968,80.268,2.5
12.968,80.272,1.7
12.968,80.276,1.8
12.968,80.28,0.7
12.968,80.284,1.5
12.968,80.288,0.5
12.972,80.12,9.8
12.972,80.124,10.2
12.972,80.128,9.7
12.972,80.132,8.7
12.972,80.136,8.8
12.972,80.14,8.4
12.972,80.144,8.6
12.972,80.148,8.0
12.972,80.152,7.7
12.972,80.156,8.0
12.972,80.16,7.6
12.972,80.164,7.7
12.972,80.168,7.3
12.972,80.172,6.8
12.972,80.176,7.1
12.972,80.18,7.0
12.972,80.184,7.0
12.972,80.188,6.5
12.972,80.192,5.8
12.972,80.196,6.0
12.972,80.2,5.0
12.972,80.204,6.1
12.972,80.208,5.6
12.972,80.212,4.9
12.972,80.216,4.2
12.972,80.22,4.8
12.972,80.224,4.2
12.972,80.228,4.6
12.972,80.232,3.6
12.972,80.236,3.2
12.972,80.24,2.9
12.972,80.244,3.4
12.972,80.248,3.1
12.972,80.252,3.0
12.972,80.256,2.4
12.972,80.26,2.5
12.972,80.264,1.8
12.972,80.268,1.9
12.972,80.272,1.6
12.972,80.276,1.8
12.972,80.28,0.7
12.972,80.284,1.2
12.972,80.288,1.4
12.976,80.12,10.1
12.976,80.124,10.3
12.976,80.128,9.5
12.976,80.132,9.9
12.976,80.136,9.0
12.976,80.14,9.4
12.976,80.144,8.6
12.976,80.148,8.8
12.976,80.152,8.0
12.976,80.156,7.8
12.976,80.16,7.5
12.976,80.164,8.2
12.976,80.168,7.6
12.976,80.172,7.1
12.976,80.176,6.4
12.976,80.18,6.2
12.976,80.184,6.4
12.976,80.188,6.6
12.976,80.192,5.9
12.976,80.196,5.4
12.976,80.2,5.1
12.976,80.204,6.0
12.976,80.208,5.3
12.976,80.212,5.2
12.976,80.216,4.6
12.976,80.22,5.0
12.976,80.224,4.9
12.976,80.228,4.0
12.976,80.232,4.4
12.976,80.236,3.1
12.976,80.24,3.1
12.976,80.244,3.0
12.976,80.248,2.5
12.976,80.252,2.8
12.976,80.256,2.1
12.976,80.26,2.3
12.976,80.264,2.6
12.976,80.268,1.7
12.976,80.272,1.7
12.976,80.276,0.9
12.976,80.28,0.9
12.976,80.284,0.6
12.976,80.288,0.9
12.98,80.12,10.1
12.98,80.124,10.2
12.98,80.128,9.7
12.98,80.132,9.6
12.98,80.136,9.2
12.98,80.14,9.1
12.98,80.144,8.9
12.98,80.148,8.7
12.98,80.152,7.7
12.98,80.156,7.8
12.98,80.16,8.2
12.98,80.164,8.2
12.98,80.168,7.2
12.98,80.172,6.8
12.98,80.176,6.5
12.98,80.18,6.9
12.98,80.184,5.9
12.98,80.188,6.6
12.98,80.192,6.7
12.98,80.196,5.3
12.98,80.2,5.7
12.98,80.204,5.2
12.98,80.208,5.1
12.98,80.212,4.5
12.98,80.216,4.5
12.98,80.22,4.3
12.98,80.224,4.9
12.98,80.228,4.2
12.98,80.232,4.4
12.98,80.236,3.2
12.98,80.24,3.8
12.98,80.244,2.6
12.98,80.248,2.4
12.98,80.252,2.7
12.98,80.256,2.4
12.98,80.26,2.5
12.98,80.264,2.0
12.98,80.268,1.5
12.98,80.272,1.7
12.98,80.276,1.2
12.98,80.28,0.7
12.98,80.284,1.2
12.98,80.288,1.1
12.984,80.12,10.1
12.984,80.124,9.6
12.984,80.128,9.2
12.984,80.132,10.0
12.984,80.136,8.6
12.984,80.14,8.5
12.984,80.144,9.3
12.984,80.148,8.8
12.984,80.152,8.6
12.984,80.156,7.8
12.984,80.16,7.3
12.984,80.164,7.6
12.984,80.168,7.3
12.984,80.172,6.7
12.984,80.176,7.0
12.984,80.18,6.4
12.984,80.184,6.6
12.984,80.188,6.5
12.984,80.192,5.9
12.984,80.196,5.7
12.984,80.2,5.9
12.984,80.204,5.3
12.984,80.208,5.1
12.984,80.212,4.4
12.984,80.216,4.5
12.984,80.22,4.4
12.984,80.224,4.2
12.984,80.228,4.3
12.984,80.232,3.6
12.984,80.236,3.5
12.984,80.24,4.0
12.984,80.244,2.8
12.984,80.248,3.6
12.984,80.252,2.7
12.984,80.256,2.8
12.984,80.26,2.1
12.984,80.264,2.0
12.984,80.268,1.4
12.984,80.272,1.6
12.984,80.276,1.3
12.984,80.28,0.7
12.984,80.284,1.5
12.984,80.288,1.3
12.988,80.12,9.7
12.988,80.124,10.2
12.988,80.128,9.0
12.988,80.132,9.5
12.988,80.136,9.2
12.988,80.14,8.5
12.988,80.144,9.1
12.988,80.148,8.3
12.988,80.152,8.9
12.988,80.156,8.2
12.988,80.16,7.4
12.988,80.164,7.1
12.988,80.168,7.1
12.988,80.172,6.7
12.988,80.176,6.5
12.988,80.18,7.1
12.988,80.184,6.0
12.988,80.188,6.9
12.988,80.192,6.2
12.988,80.196,5.8
12.988,80.2,5.7
12.988,80.204,5.5
12.988,80.208,5.4
12.988,80.212,5.5
12.988,80.216,4.9
12.988,80.22,5.2
12.988,80.224,4.1
12.988,80.228,4.7
12.988,80.232,3.6
12.988,80.236,3.6
12.988,80.24,3.4
12.988,80.244,3.4
12.988,80.248,3.4
12.988,80.252,2.9
12.988,80.256,2.4
12.988,80.26,1.8
12.988,80.264,2.1
12.988,80.268,1.3
12.988,80.272,1.5
12.988,80.276,1.2
12.988,80.28,1.4
12.988,80.284,1.6
12.988,80.288,0.5
12.992,80.12,10.1
12.992,80.124,9.7
12.992,80.128,9.7
12.992,80.132,10.0
12.992,80.136,9.5
12.992,80.14,8.3
12.992,80.144,9.2
12.992,80.148,8.6
12.992,80.152,7.9
12.992,80.156,8.2
12.992,80.16,7.8
12.992,80.164,8.2
12.992,80.168,7.3
12.992,80.172,7.6
12.992,80.176,7.4
12.992,80.18,7.4
12.992,80.184,6.0
12.992,80.188,6.5
12.992,80.192,5.5
12.992,80.196,6.1
12.992,80.2,6.3
12.992,80.204,5.4
12.992,80.208,5.3
12.992,80.212,4.8
12.992,80.216,5.3
12.992,80.22,4.4
12.992,80.224,4.7
12.992,80.228,4.3
12.992,80.232,3.3
12.992,80.236,3.8
12.992,80.24,3.2
12.992,80.244,3.0
12.992,80.248,3.1
12.992,80.252,2.6
12.992,80.256,2.2
12.992,80.26,2.8
12.992,80.264,2.7
12.992,80.268,2.0
12.992,80.272,1.2
12.992,80.276,0.9
12.992,80.28,1.4
12.992,80.284,1.5
12.992,80.288,0.7
12.996,80.12,10.2
12.996,80.124,10.0
12.996,80.128,9.1
12.996,80.132,9.6
12.996,80.136,8.6
12.996,80.14,9.0
12.996,80.144,8.9
12.996,80.148,8.3
12.996,80.152,7.8
12.996,80.156,8.3
12.996,80.16,8.4
12.996,80.164,8.3
12.996,80.168,7.9
12.996,80.172,6.6
12.996,80.176,7.2
12.996,80.18,6.7
12.996,80.184,5.9
12.996,80.188,6.0
12.996,80.192,6.7
12.996,80.196,5.6
12.996,80.2,6.0
12.996,80.204,5.0
12.996,80.208,5.8
12.996,80.212,4.5
12.996,80.216,4.5
12.996,80.22,4.9
12.996,80.224,4.3
12.996,80.228,4.1
12.996,80.232,4.2
12.996,80.236,3.7
12.996,80.24,3.6
12.996,80.244,3.7
12.996,80.248,3.1
12.996,80.252,2.9
12.996,80.256,2.1
12.996,80.26,1.9
12.996,80.264,2.4
12.996,80.268,2.0
12.996,80.272,2.2
12.996,80.276,1.7
12.996,80.28,0.6
12.996,80.284,0.8
12.996,80.288,1.2
13.0,80.12,10.6
13.0,80.124,9.9
13.0,80.128,9.9
13.0,80.132,9.7
13.0,80.136,8.8
13.0,80.14,8.6
13.0,80.144,9.3
13.0,80.148,8.9
13.0,80.152,8.8
13.0,80.156,7.6
13.0,80.16,8.1
13.0,80.164,7.7
13.0,80.168,7.3
13.0,80.172,7.5
13.0,80.176,7.3
13.0,80.18,6.7
13.0,80.184,6.4
13.0,80.188,5.8
13.0,80.192,5.7
13.0,80.196,6.0
13.0,80.2,6.1
13.0,80.204,4.8
13.0,80.208,5.2
13.0,80.212,4.8
13.0,80.216,5.3
13.0,80.22,4.8
13.0,80.224,4.3
13.0,80.228,3.6
13.0,80.232,3.3
13.0,80.236,3.2
13.0,80.24,3.4
13.0,80.244,3.2
13.0,80.248,3.4
13.0,80.252,2.2
13.0,80.256,3.1
13.0,80.26,2.7
13.0,80.264,2.6
13.0,80.268,2.4
13.0,80.272,1.6
13.0,80.276,1.3
13.0,80.28,1.1
13.0,80.284,0.9
13.0,80.288,0.5
13.004,80.12,9.7
13.004,80.124,9.6
13.004,80.128,9.1
13.004,80.132,9.6
13.004,80.136,8.9
13.004,80.14,8.5
13.004,80.144,8.1
13.004,80.148,9.0
13.004,80.152,8.2
13.004,80.156,8.5
13.004,80.16,8.2
13.004,80.164,7.6
13.004,80.168,7.5
13.004,80.172,7.7
13.004,80.176,6.3
13.004,80.18,6.4
13.004,80.184,6.0
13.004,80.188,6.9
13.004,80.192,6.2
13.004,80.196,5.7
13.004,80.2,6.0
13.004,80.204,5.1
13.004,80.208,4.7
13.004,80.212,4.6
13.004,80.216,4.9
13.004,80.22,4.7
13.004,80.224,3.7
13.004,80.228,4.5
13.004,80.232,3.9
13.004,80.236,3.7
13.004,80.24,3.6
13.004,80.244,3.3
13.004,80.248,3.3
13.004,80.252,2.5
13.004,80.256,1.9
13.004,80.26,2.1
13.004,80.264,2.2
13.004,80.268,1.5
13.004,80.272,1.9
13.004,80.276,1.5
13.004,80.28,1.0
13.004,80.284,1.6
13.004,80.288,1.0
13.008,80.12,10.4
13.008,80.124,9.8
13.008,80.128,9.0
13.008,80.132,9.9
13.008,80.136,8.6
13.008,80.14,8.8
13.008,80.144,8.5
13.008,80.148,8.8
13.008,80.152,8.1
13.008,80.156,7.5
13.008,80.16,7.5
13.008,80.164,7.8
13.008,80.168,6.9
13.008,80.172,7.3
13.008,80.176,7.3
13.008,80.18,6.2
13.008,80.184,6.3
13.008,80.188,6.1
13.008,80.192,6.3
13.008,80.196,6.3
13.008,80.2,5.9
13.008,80.204,6.0
13.008,80.208,5.2
13.008,80.212,4.6
13.008,80.216,4.3
13.008,80.22,4.8
13.008,80.224,4.9
13.008,80.228,3.5
13.008,80.232,3.5
13.008,80.236,4.0
13.008,80.24,3.9
13.008,80.244,3.0
13.008,80.248,2.7
13.008,80.252,2.6
13.008,80.256,3.0
13.008,80.26,2.3
13.008,80.264,1.5
13.008,80.268,2.1
13.008,80.272,1.4
13.008,80.276,1.9
13.008,80.28,0.6
13.008,80.284,1.2
13.008,80.288,0.7
13.012,80.12,10.4
13.012,80.124,9.7
13.012,80.128,9.5
13.012,80.132,9.3
13.012,80.136,9.7
13.012,80.14,8.7
13.012,80.144,8.3
13.012,80.148,8.7
13.012,80.152,8.1
13.012,80.156,8.4
13.012,80.16,7.5
13.012,80.164,7.1
13.012,80.168,7.3
13.012,80.172,7.1
13.012,80.176,7.6
13.012,80.18,6.3
13.012,80.184,6.2
13.012,80.188,5.8
13.012,80.192,5.8
13.012,80.196,5.6
13.012,80.2,5.6
13.012,80.204,5.7
13.012,80.208,4.8
13.012,80.212,4.9
13.012,80.216,4.7
13.012,80.22,4.8
13.012,80.224,4.8
13.012,80.228,4.2
13.012,80.232,3.8
13.012,80.236,3.8
13.012,80.24,3.8
13.012,80.244,2.6
13.012,80.248,3.2
13.012,80.252,2.6
13.012,80.256,2.6
13.012,80.26,2.6
13.012,80.264,1.7
13.012,80.268,1.3
13.012,80.272,2.1
13.012,80.276,1.7
13.012,80.28,1.1
13.012,80.284,0.5
13.012,80.288,0.6
13.016,80.12,10.2
13.016,80.124,9.6
13.016,80.128,10.2
13.016,80.132,8.8
13.016,80.136,8.7
13.016,80.14,8.9
13.016,80.144,8.5
13.016,80.148,8.4
13.016,80.152,7.7
13.016,80.156,7.6
13.016,80.16,7.7
13.016,80.164,7.4
13.016,80.168,7.1
13.016,80.172,7.8
13.016,80.176,6.3
13.016,80.18,6.3
13.016,80.184,6.5
13.016,80.188,6.8
13.016,80.192,5.6
13.016,80.196,6.2
13.016,80.2,5.9
13.016,80.204,5.0
13.016,80.208,5.3
13.016,80.212,5.2
13.016,80.216,5.4
13.016,80.22,4.1
13.016,80.224,3.8
13.016,80.228,3.5
13.016,80.232,3.4
13.016,80.236,3.9
13.016,80.24,4.1
13.016,80.244,3.6
13.016,80.248,3.6
13.016,80.252,3.4
13.016,80.256,2.8
13.016,80.26,2.6
13.016,80.264,2.2
13.016,80.268,1.6
13.016,80.272,1.4
13.016,80.276,1.0
13.016,80.28,1.5
13.016,80.284,1.3
13.016,80.288,0.5
13.02,80.12,9.8
13.02,80.124,9.4
13.02,80.128,10.2
13.02,80.132,9.7
13.02,80.136,8.8
13.02,80.14,8.9
13.02,80.144,8.5
13.02,80.148,8.6
13.02,80.152,8.2
13.02,80.156,8.7
13.02,80.16,7.3
13.02,80.164,8.1
13.02,80.168,6.8
13.02,80.172,7.0
13.02,80.176,7.2
13.02,80.18,6.7
13.02,80.184,6.4
13.02,80.188,6.2
13.02,80.192,6.2
13.02,80.196,5.4
13.02,80.2,5.4
13.02,80.204,4.9
13.02,80.208,5.1
13.02,80.212,5.0
13.02,80.216,4.3
13.02,80.22,5.0
13.02,80.224,4.4
13.02,80.228,4.2
13.02,80.232,4.2
13.02,80.236,3.2
13.02,80.24,3.4
13.02,80.244,3.7
13.02,80.248,3.4
13.02,80.252,2.8
13.02,80.256,2.3
13.02,80.26,1.9
13.02,80.264,2.7
13.02,80.268,1.5
13.02,80.272,2.2
13.02,80.276,1.5
13.02,80.28,0.9
13.02,80.284,0.5
13.02,80.288,0.6
13.024,80.12,10.6
13.024,80.124,9.5
13.024,80.128,9.7
13.024,80.132,9.5
13.024,80.136,8.6
13.024,80.14,9.1
13.024,80.144,8.8
13.024,80.148,8.6
13.024,80.152,7.8
13.024,80.156,8.2
13.024,80.16,8.3
13.024,80.164,7.4
13.024,80.168,7.9
13.024,80.172,6.6
13.024,80.176,7.4
13.024,80.18,6.2
13.024,80.184,7.1
13.024,80.188,6.6
13.024,80.192,5.8
13.024,80.196,5.5
13.024,80.2,5.7
13.024,80.204,5.6
13.024,80.208,4.6
13.024,80.212,5.5
13.024,80.216,4.8
13.024,80.22,4.7
13.024,80.224,4.0
13.024,80.228,3.8
13.024,80.232,4.3
13.024,80.236,3.5
13.024,80.24,3.4
13.024,80.244,3.5
13.024,80.248,2.5
13.024,80.252,2.7
13.024,80.256,2.5
13.024,80.26,2.1
13.024,80.264,1.6
13.024,80.268,2.4
13.024,80.272,1.4
13.024,80.276,2.1
13.024,80.28,1.0
13.024,80.284,0.9
13.024,80.288,1.3
13.028,80.12,10.0
13.028,80.124,9.3
13.028,80.128,9.2
