lat,lng,elevation_m
20.236,85.852,31.8
20.236,85.856,35.8
20.236,85.86,36.1
20.236,85.864,37.6
20.236,85.868,35.3
20.236,85.872,31.2
20.236,85.876,33.9
20.236,85.88,36.3
20.236,85.884,33.3
20.236,85.888,35.0
20.236,85.892,33.7
20.236,85.896,30.7
20.236,85.9,31.4
20.236,85.904,31.5
20.236,85.908,35.1
20.236,85.912,37.0
20.236,85.916,32.2
20.236,85.92,34.7
20.24,85.74,37.7
20.24,85.744,34.2
20.24,85.748,35.7
20.24,85.752,31.5
20.24,85.756,35.0
20.24,85.76,33.5
20.24,85.764,37.8
20.24,85.768,35.7
20.24,85.772,32.9
20.24,85.776,31.7
20.24,85.78,33.1
20.24,85.784,35.8
20.24,85.788,36.8
20.24,85.792,34.6
20.24,85.796,33.6
20.24,85.8,35.7
20.24,85.804,33.6
20.24,85.808,36.5
20.24,85.812,36.3
20.24,85.816,34.5
20.24,85.82,31.2
20.24,85.824,36.7
20.24,85.828,34.6
20.24,85.832,36.5
20.24,85.836,35.4
20.24,85.84,36.1
20.24,85.844,32.3
20.24,85.848,35.4
20.24,85.852,31.6
20.24,85.856,36.8
20.24,85.86,35.7
20.24,85.864,30.8
20.24,85.868,33.9
20.24,85.872,33.0
20.24,85.876,31.1
20.24,85.88,34.8
20.24,85.884,35.4
20.24,85.888,31.4
20.24,85.892,32.6
20.24,85.896,36.1
20.24,85.9,31.4
20.24,85.904,31.7
20.24,85.908,32.9
20.24,85.912,37.6
20.24,85.916,32.0
20.24,85.92,37.6
20.244,85.74,35.6
20.244,85.744,32.7
20.244,85.748,31.3
20.244,85.752,37.6
20.244,85.756,37.3
20.244,85.76,33.0
20.244,85.764,34.7
20.244,85.768,32.0
20.244,85.772,34.4
20.244,85.776,33.2
20.244,85.78,37.4
20.244,85.784,38.0
20.244,85.788,35.2
20.244,85.792,34.6
20.244,85.796,35.8
20.244,85.8,35.6
20.244,85.804,31.3
20.244,85.808,31.2
20.244,85.812,32.0
20.244,85.816,37.0
20.244,85.82,32.5
20.244,85.824,31.9
20.244,85.828,34.8
20.244,85.832,35.1
20.244,85.836,32.9
20.244,85.84,36.1
20.244,85.844,33.9
20.244,85.848,34.8
20.244,85.852,32.8
20.244,85.856,35.5
20.244,85.86,32.1
20.244,85.864,34.2
20.244,85.868,37.6
20.244,85.872,35.7
20.244,85.876,37.6
20.244,85.88,32.0
20.244,85.884,32.4
20.244,85.888,35.4
20.244,85.892,32.9
20.244,85.896,35.4
20.244,85.9,35.5
20.244,85.904,36.0
20.244,85.908,34.9
20.244,85.912,35.5
20.244,85.916,34.6
20.244,85.92,32.1
20.248,85.74,36.9
20.248,85.744,33.4
20.248,85.748,36.7
20.248,85.752,33.8
20.248,85.756,37.9
20.248,85.76,32.9
20.248,85.764,33.1
20.248,85.768,34.9
20.248,85.772,35.9
20.248,85.776,34.0
20.248,85.78,33.5
20.248,85.784,31.8
20.248,85.788,37.5
20.248,85.792,36.6
20.248,85.796,32.2
20.248,85.8,36.7
20.248,85.804,33.1
20.248,85.808,31.8
20.248,85.812,38.0
20.248,85.816,32.7
20.248,85.82,37.8
20.248,85.824,36.6
20.248,85.828,32.0
20.248,85.832,34.8
20.248,85.836,37.3
20.248,85.84,35.3
20.248,85.844,36.8
20.248,85.848,31.8
20.248,85.852,33.6
20.248,85.856,35.2
20.248,85.86,33.1
20.248,85.864,33.1
20.248,85.868,31.9
20.248,85.872,31.5
20.248,85.876,33.4
20.248,85.88,36.4
20.248,85.884,32.4
20.248,85.888,36.8
20.248,85.892,35.9
20.248,85.896,36.7
20.248,85.9,35.0
20.248,85.904,37.3
20.248,85.908,34.0
20.248,85.912,35.3
20.248,85.916,33.0
20.248,85.92,36.0
20.252,85.74,36.3
20.252,85.744,35.9
20.252,85.748,32.3
20.252,85.752,35.3
20.252,85.756,33.2
20.252,85.76,37.8
20.252,85.764,35.8
20.252,85.768,33.9
20.252,85.772,36.8
20.252,85.776,36.1
20.252,85.78,34.3
20.252,85.784,34.5
20.252,85.788,34.4
20.252,85.792,33.8
20.252,85.796,34.6
20.252,85.8,33.3
20.252,85.804,38.0
20.252,85.808,35.0
20.252,85.812,36.4
20.252,85.816,37.8
20.252,85.82,32.9
20.252,85.824,35.8
20.252,85.828,31.9
20.252,85.832,33.5
20.252,85.836,36.7
20.252,85.84,37.3
20.252,85.844,35.8
20.252,85.848,31.9
20.252,85.852,33.0
20.252,85.856,32.0
20.252,85.86,35.4
20.252,85.864,31.9
20.252,85.868,33.3
20.252,85.872,37.8
20.252,85.876,37.0
20.252,85.88,31.4
20.252,85.884,38.0
20.252,85.888,36.1
20.252,85.892,37.9
20.252,85.896,32.3
20.252,85.9,34.8
20.252,85.904,36.1
20.252,85.908,36.1
20.252,85.912,35.1
20.252,85.916,32.2
20.252,85.92,31.4
20.256,85.74,32.9
20.256,85.744,37.3
20.256,85.748,31.6
20.256,85.752,34.5
20.256,85.756,35.3
20.256,85.76,33.9
20.256,85.764,38.5
20.256,85.768,36.1
20.256,85.772,38.0
20.256,85.776,38.5
20.256,85.78,38.1
20.256,85.784,36.3
20.256,85.788,31.8
20.256,85.792,34.7
20.256,85.796,32.7
20.256,85.8,38.0
20.256,85.804,36.9
20.256,85.808,37.8
20.256,85.812,32.7
20.256,85.816,34.1
20.256,85.82,32.5
20.256,85.824,34.0
20.256,85.828,31.9
20.256,85.832,35.0
20.256,85.836,32.7
20.256,85.84,38.3
20.256,85.844,33.9
20.256,85.848,36.3
20.256,85.852,37.3
20.256,85.856,37.5
20.256,85.86,37.5
20.256,85.864,33.6
20.256,85.868,34.9
20.256,85.872,33.4
20.256,85.876,31.5
20.256,85.88,35.9
20.256,85.884,34.3
20.256,85.888,38.0
20.256,85.892,38.0
20.256,85.896,38.2
20.256,85.9,35.1
20.256,85.904,37.8
20.256,85.908,38.1
20.256,85.912,37.8
20.256,85.916,37.5
20.256,85.92,31.9
20.26,85.74,31.7
20.26,85.744,34.9
20.26,85.748,33.8
20.26,85.752,32.5
20.26,85.756,34.1
20.26,85.76,36.8
20.26,85.764,34.5
20.26,85.768,31.8
20.26,85.772,34.7
20.26,85.776,33.1
20.26,85.78,35.4
20.26,85.784,38.0
20.26,85.788,34.6
20.26,85.792,38.1
20.26,85.796,31.7
20.26,85.8,37.1
20.26,85.804,33.5
20.26,85.808,35.0
20.26,85.812,34.3
20.26,85.816,34.3
20.26,85.82,37.9
20.26,85.824,35.5
20.26,85.828,33.6
20.26,85.832,38.6
20.26,85.836,36.3
20.26,85.84,34.8
20.26,85.844,32.7
20.26,85.848,36.9
20.26,85.852,31.7
20.26,85.856,37.9
20.26,85.86,36.7
20.26,85.864,32.5
20.26,85.868,33.7
20.26,85.872,32.6
20.26,85.876,34.6
20.26,85.88,34.0
20.26,85.884,31.9
20.26,85.888,36.4
20.26,85.892,38.3
20.26,85.896,38.4
20.26,85.9,38.6
20.26,85.904,32.5
20.26,85.908,35.1
20.26,85.912,35.2
20.26,85.916,36.5
20.26,85.92,32.6
20.264,85.74,37.1
20.264,85.744,37.3
20.264,85.748,34.7
20.264,85.752,37.0
20.264,85.756,37.1
20.264,85.76,37.7
20.264,85.764,32.8
20.264,85.768,38.6
20.264,85.772,37.4
20.264,85.776,32.8
20.264,85.78,34.3
20.264,85.784,32.0
20.264,85.788,36.7
20.264,85.792,32.2
20.264,85.796,37.7
20.264,85.8,34.9
20.264,85.804,36.1
20.264,85.808,31.9
20.264,85.812,35.2
20.264,85.816,33.9
20.264,85.82,32.5
20.264,85.824,34.9
20.264,85.828,36.2
20.264,85.832,37.0
20.264,85.836,33.2
20.264,85.84,33.8
20.264,85.844,32.7
20.264,85.848,33.7
20.264,85.852,36.8
20.264,85.856,36.5
20.264,85.86,34.9
20.264,85.864,35.2
20.264,85.868,37.4
20.264,85.872,32.6
20.264,85.876,37.0
20.264,85.88,36.2
20.264,85.884,33.2
20.264,85.888,37.9
20.264,85.892,36.3
20.264,85.896,32.9
20.264,85.9,32.7
20.264,85.904,34.7
20.264,85.908,33.8
20.264,85.912,33.2
20.264,85.916,32.9
20.264,85.92,32.0
20.268,85.74,33.5
20.268,85.744,38.1
20.268,85.748,34.7
20.268,85.752,35.7
20.268,85.756,37.0
20.268,85.76,38.9
20.268,85.764,33.6
20.268,85.768,35.0
20.268,85.772,32.5
20.268,85.776,35.0
20.268,85.78,32.4
20.268,85.784,32.8
20.268,85.788,34.6
20.268,85.792,38.7
20.268,85.796,37.0
20.268,85.8,33.8
20.268,85.804,38.3
20.268,85.808,33.3
20.268,85.812,32.1
20.268,85.816,36.7
20.268,85.82,34.3
20.268,85.824,34.1
20.268,85.828,34.0
20.268,85.832,36.3
20.268,85.836,35.1
20.268,85.84,33.8
20.268,85.844,35.5
20.268,85.848,34.4
20.268,85.852,32.8
20.268,85.856,36.7
20.268,85.86,36.8
20.268,85.864,37.5
20.268,85.868,33.0
20.268,85.872,34.6
20.268,85.876,37.7
20.268,85.88,37.3
20.268,85.884,36.2
20.268,85.888,36.3
20.268,85.892,33.7
20.268,85.896,34.0
20.268,85.9,36.2
20.268,85.904,32.7
20.268,85.908,32.8
20.268,85.912,36.5
20.268,85.916,36.3
20.268,85.92,32.3
20.272,85.74,39.0
20.272,85.744,38.4
20.272,85.748,38.0
20.272,85.752,33.6
20.272,85.756,35.4
20.272,85.76,32.9
20.272,85.764,38.8
20.272,85.768,36.6
20.272,85.772,34.4
20.272,85.776,35.6
20.272,85.78,37.6
20.272,85.784,36.0
20.272,85.788,33.3
20.272,85.792,33.1
20.272,85.796,35.2
20.272,85.8,37.2
20.272,85.804,38.5
20.272,85.808,37.6
20.272,85.812,38.2
20.272,85.816,36.2
20.272,85.82,34.7
20.272,85.824,34.8
20.272,85.828,36.6
20.272,85.832,33.1
20.272,85.836,35.3
20.272,85.84,35.6
20.272,85.844,35.9
20.272,85.848,38.9
20.272,85.852,37.8
20.272,85.856,33.4
20.272,85.86,34.2
20.272,85.864,39.0
20.272,85.868,34.3
20.272,85.872,38.9
20.272,85.876,32.7
20.272,85.88,39.0
20.272,85.884,33.6
20.272,85.888,37.9
20.272,85.892,35.7
20.272,85.896,36.0
20.272,85.9,35.8
20.272,85.904,32.8
20.272,85.908,35.3
20.272,85.912,35.8
20.272,85.916,36.2
20.272,85.92,35.0
20.276,85.74,36.7
20.276,85.744,33.9
20.276,85.748,32.4
20.276,85.752,36.4
20.276,85.756,36.6
20.276,85.76,32.5
20.276,85.764,38.9
20.276,85.768,36.0
20.276,85.772,35.9
20.276,85.776,37.5
20.276,85.78,34.2
20.276,85.784,38.4
20.276,85.788,34.5
20.276,85.792,34.3
20.276,85.796,33.3
20.276,85.8,34.0
20.276,85.804,36.2
20.276,85.808,34.5
20.276,85.812,36.9
20.276,85.816,39.0
20.276,85.82,34.4
20.276,85.824,33.4
20.276,85.828,38.5
20.276,85.832,32.8
20.276,85.836,39.3
20.276,85.84,39.3
20.276,85.844,33.9
20.276,85.848,33.2
20.276,85.852,37.0
20.276,85.856,36.8
20.276,85.86,39.2
20.276,85.864,34.7
20.276,85.868,39.0
20.276,85.872,38.6
20.276,85.876,34.3
20.276,85.88,33.4
20.276,85.884,38.7
20.276,85.888,34.5
20.276,85.892,39.3
20.276,85.896,36.8
20.276,85.9,32.5
20.276,85.904,34.9
20.276,85.908,37.5
20.276,85.912,34.4
20.276,85.916,34.2
20.276,85.92,32.5
20.28,85.74,37.2
20.28,85.744,38.7
20.28,85.748,39.2
20.28,85.752,36.7
20.28,85.756,37.7
20.28,85.76,37.4
20.28,85.764,39.2
20.28,85.768,34.4
20.28,85.772,37.0
20.28,85.776,36.8
20.28,85.78,34.0
20.28,85.784,35.7
20.28,85.788,34.9
20.28,85.792,34.0
20.28,85.796,37.0
20.28,85.8,38.6
20.28,85.804,35.4
20.28,85.808,35.7
20.28,85.812,37.7
20.28,85.816,35.6
20.28,85.82,33.6
20.28,85.824,36.0
20.28,85.828,36.1
20.28,85.832,35.8
20.28,85.836,38.3
20.28,85.84,33.8
20.28,85.844,36.6
20.28,85.848,39.2
20.28,85.852,33.9
20.28,85.856,34.6
20.28,85.86,34.8
20.28,85.864,38.8
20.28,85.868,38.3
20.28,85.872,37.4
20.28,85.876,33.9
20.28,85.88,33.6
20.28,85.884,35.6
20.28,85.888,35.8
20.28,85.892,37.1
20.28,85.896,35.4
20.28,85.9,37.7
20.28,85.904,33.6
20.28,85.908,37.9
20.28,85.912,32.7
20.28,85.916,33.3
20.28,85.92,35.3
20.284,85.74,33.6
20.284,85.744,32.9
20.284,85.748,38.6
20.284,85.752,39.3
20.284,85.756,33.7
20.284,85.76,38.2
20.284,85.764,34.7
20.284,85.768,39.4
20.284,85.772,37.0
20.284,85.776,38.3
20.284,85.78,32.8
20.284,85.784,38.3
20.284,85.788,36.6
20.284,85.792,38.5
20.284,85.796,38.7
20.284,85.8,33.4
20.284,85.804,33.8
20.284,85.808,38.1
20.284,85.812,39.0
20.284,85.816,38.5
20.284,85.82,34.9
20.284,85.824,36.1
20.284,85.828,34.5
20.284,85.832,36.6
20.284,85.836,34.7
20.284,85.84,36.6
20.284,85.844,32.9
20.284,85.848,33.1
20.284,85.852,36.6
20.284,85.856,33.5
20.284,85.86,39.0
20.284,85.864,35.7
20.284,85.868,32.8
20.284,85.872,34.4
20.284,85.876,34.4
20.284,85.88,35.5
20.284,85.884,35.3
20.284,85.888,34.8
20.284,85.892,39.2
20.284,85.896,37.6
20.284,85.9,37.6
20.284,85.904,37.8
20.284,85.908,39.1
20.284,85.912,36.2
20.284,85.916,39.7
20.284,85.92,34.4
20.288,85.74,39.7
20.288,85.744,34.9
20.288,85.748,33.5
20.288,85.752,35.3
20.288,85.756,35.5
20.288,85.76,39.4
20.288,85.764,33.6
20.288,85.768,33.3
20.288,85.772,34.0
20.288,85.776,36.0
20.288,85.78,35.3
20.288,85.784,34.2
20.288,85.788,35.9
20.288,85.792,39.2
20.288,85.796,37.8
20.288,85.8,37.3
20.288,85.804,35.0
20.288,85.808,39.1
20.288,85.812,34.9
20.288,85.816,36.5
20.288,85.82,35.5
20.288,85.824,34.8
20.288,85.828,39.3
20.288,85.832,38.6
20.288,85.836,38.5
20.288,85.84,39.0
20.288,85.844,39.8
20.288,85.848,38.4
20.288,85.852,34.0
20.288,85.856,34.0
20.288,85.86,36.1
20.288,85.864,38.5
20.288,85.868,39.8
20.288,85.872,38.7
20.288,85.876,33.8
20.288,85.88,36.0
20.288,85.884,38.0
20.288,85.888,34.0
20.288,85.892,35.2
20.288,85.896,33.9
20.288,85.9,38.3
20.288,85.904,35.4
20.288,85.908,36.4
20.288,85.912,36.3
20.288,85.916,39.8
20.288,85.92,37.2
20.292,85.74,37.6
20.292,85.744,34.1
20.292,85.748,39.7
20.292,85.752,39.6
20.292,85.756,35.8
20.292,85.76,37.0
20.292,85.764,36.9
20.292,85.768,36.6
20.292,85.772,36.9
20.292,85.776,34.8
20.292,85.78,33.7
20.292,85.784,38.1
20.292,85.788,36.8
20.292,85.792,38.6
20.292,85.796,38.8
20.292,85.8,34.7
20.292,85.804,33.8
20.292,85.808,35.7
20.292,85.812,34.6
20.292,85.816,39.1
20.292,85.82,35.7
20.292,85.824,36.5
20.292,85.828,34.1
20.292,85.832,33.9
20.292,85.836,39.5
20.292,85.84,35.7
20.292,85.844,39.1
20.292,85.848,38.6
20.292,85.852,34.1
20.292,85.856,36.4
20.292,85.86,39.0
20.292,85.864,37.0
20.292,85.868,39.7
20.292,85.872,36.1
20.292,85.876,34.6
20.292,85.88,34.7
20.292,85.884,38.4
20.292,85.888,34.0
20.292,85.892,38.0
20.292,85.896,34.1
20.292,85.9,38.3
20.292,85.904,38.0
20.292,85.908,36.1
20.292,85.912,33.5
20.292,85.916,33.9
20.292,85.92,37.2
20.296,85.74,36.7
20.296,85.744,37.5
20.296,85.748,34.4
20.296,85.752,34.3
20.296,85.756,34.3
20.296,85.76,35.0
20.296,85.764,33.4
20.296,85.768,39.1
20.296,85.772,36.2
20.296,85.776,38.7
20.296,85.78,36.6
20.296,85.784,34.3
20.296,85.788,37.0
20.296,85.792,40.0
20.296,85.796,36.6
20.296,85.8,38.4
20.296,85.804,36.4
20.296,85.808,37.8
20.296,85.812,33.4
20.296,85.816,34.1
20.296,85.82,33.7
20.296,85.824,37.8
20.296,85.828,37.5
20.296,85.832,34.5
20.296,85.836,34.4
20.296,85.84,36.1
20.296,85.844,36.3
20.296,85.848,40.0
20.296,85.852,36.5
20.296,85.856,38.3
20.296,85.86,35.1
20.296,85.864,37.3
20.296,85.868,35.5
20.296,85.872,34.9
20.296,85.876,39.8
20.296,85.88,35.2
20.296,85.884,34.0
20.296,85.888,36.0
20.296,85.892,40.0
20.296,85.896,38.5
20.296,85.9,36.1
20.296,85.904,33.7
20.296,85.908,36.1
20.296,85.912,39.1
20.296,85.916,40.2
20.296,85.92,37.6
20.3,85.74,34.0
20.3,85.744,38.3
20.3,85.748,36.8
20.3,85.752,38.1
20.3,85.756,36.3
20.3,85.76,36.2
20.3,85.764,33.9
20.3,85.768,36.1
20.3,85.772,36.5
20.3,85.776,35.4
20.3,85.78,34.2
20.3,85.784,36.0
20.3,85.788,39.0
20.3,85.792,35.8
