lat,lng,elevation_m
-41.328,174.744,15.5
-41.328,174.747,18.8
-41.328,174.75,12.3
-41.328,174.753,14.9
-41.328,174.756,16.3
-41.328,174.759,20.3
-41.328,174.762,20.2
-41.328,174.765,18.7
-41.328,174.768,10.4
-41.328,174.771,19.3
-41.328,174.774,18.0
-41.328,174.777,9.7
-41.328,174.78,16.7
-41.328,174.783,19.6
-41.328,174.786,18.4
-41.328,174.789,20.7
-41.328,174.792,12.6
-41.328,174.795,14.8
-41.328,174.798,20.0
-41.328,174.801,12.0
-41.328,174.804,21.7
-41.328,174.807,17.7
-41.328,174.81,19.5
-41.328,174.813,15.8
-41.328,174.816,14.4
-41.328,174.819,23.9
-41.328,174.822,20.2
-41.328,174.825,23.1
-41.328,174.828,20.3
-41.328,174.831,28.5
-41.328,174.834,29.9
-41.328,174.837,20.7
-41.328,174.84,32.2
-41.325,174.72,22.8
-41.325,174.723,24.2
-41.325,174.726,28.0
-41.325,174.729,21.1
-41.325,174.732,20.2
-41.325,174.735,25.0
-41.325,174.738,16.0
-41.325,174.741,13.8
-41.325,174.744,18.8
-41.325,174.747,23.0
-41.325,174.75,11.2
-41.325,174.753,17.8
-41.325,174.756,13.2
-41.325,174.759,20.8
-41.325,174.762,16.6
-41.325,174.765,12.9
-41.325,174.768,17.5
-41.325,174.771,19.9
-41.325,174.774,9.8
-41.325,174.777,15.3
-41.325,174.78,9.0
-41.325,174.783,11.0
-41.325,174.786,8.3
-41.325,174.789,16.4
-41.325,174.792,9.1
-41.325,174.795,12.4
-41.325,174.798,12.7
-41.325,174.801,14.1
-41.325,174.804,17.6
-41.325,174.807,21.7
-41.325,174.81,13.0
-41.325,174.813,12.2
-41.325,174.816,18.7
-41.325,174.819,22.7
-41.325,174.822,17.8
-41.325,174.825,26.7
-41.325,174.828,17.8
-41.325,174.831,24.6
-41.325,174.834,26.7
-41.325,174.837,29.7
-41.325,174.84,20.2
-41.322,174.72,27.0
-41.322,174.723,21.6
-41.322,174.726,25.6
-41.322,174.729,16.7
-41.322,174.732,23.3
-41.322,174.735,20.9
-41.322,174.738,20.1
-41.322,174.741,19.5
-41.322,174.744,17.6
-41.322,174.747,21.6
-41.322,174.75,14.2
-41.322,174.753,14.0
-41.322,174.756,12.2
-41.322,174.759,15.2
-41.322,174.762,19.3
-41.322,174.765,10.2
-41.322,174.768,8.0
-41.322,174.771,11.5
-41.322,174.774,14.0
-41.322,174.777,14.4
-41.322,174.78,15.6
-41.322,174.783,12.0
-41.322,174.786,11.1
-41.322,174.789,15.0
-41.322,174.792,12.1
-41.322,174.795,12.0
-41.322,174.798,17.3
-41.322,174.801,11.9
-41.322,174.804,10.6
-41.322,174.807,21.2
-41.322,174.81,15.3
-41.322,174.813,19.3
-41.322,174.816,16.8
-41.322,174.819,16.8
-41.322,174.822,14.6
-41.322,174.825,21.7
-41.322,174.828,19.7
-41.322,174.831,16.2
-41.322,174.834,21.6
-41.322,174.837,18.3
-41.322,174.84,19.7
-41.319,174.72,19.2
-41.319,174.723,20.9
-41.319,174.726,28.2
-41.319,174.729,26.2
-41.319,174.732,15.4
-41.319,174.735,15.8
-41.319,174.738,24.1
-41.319,174.741,15.9
-41.319,174.744,18.4
-41.319,174.747,21.4
-41.319,174.75,19.5
-41.319,174.753,11.7
-41.319,174.756,17.5
-41.319,174.759,13.7
-41.319,174.762,16.5
-41.319,174.765,8.1
-41.319,174.768,6.6
-41.319,174.771,18.0
-41.319,174.774,17.9
-41.319,174.777,11.0
-41.319,174.78,12.5
-41.319,174.783,6.8
-41.319,174.786,9.4
-41.319,174.789,18.0
-41.319,174.792,15.7
-41.319,174.795,12.7
-41.319,174.798,13.6
-41.319,174.801,7.7
-41.319,174.804,13.0
-41.319,174.807,10.9
-41.319,174.81,17.8
-41.319,174.813,11.3
-41.319,174.816,21.0
-41.319,174.819,19.3
-41.319,174.822,13.9
-41.319,174.825,14.8
-41.319,174.828,15.9
-41.319,174.831,17.2
-41.319,174.834,18.1
-41.319,174.837,17.6
-41.319,174.84,22.0
-41.316,174.72,21.9
-41.316,174.723,18.6
-41.316,174.726,17.9
-41.316,174.729,26.5
-41.316,174.732,20.5
-41.316,174.735,16.0
-41.316,174.738,11.6
-41.316,174.741,11.8
-41.316,174.744,18.6
-41.316,174.747,15.8
-41.316,174.75,13.9
-41.316,174.753,17.5
-41.316,174.756,10.1
-41.316,174.759,17.6
-41.316,174.762,7.7
-41.316,174.765,7.5
-41.316,174.768,8.8
-41.316,174.771,13.7
-41.316,174.774,15.4
-41.316,174.777,16.7
-41.316,174.78,9.1
-41.316,174.783,9.2
-41.316,174.786,14.8
-41.316,174.789,11.0
-41.316,174.792,7.6
-41.316,174.795,15.3
-41.316,174.798,12.9
-41.316,174.801,8.5
-41.316,174.804,17.3
-41.316,174.807,17.4
-41.316,174.81,13.8
-41.316,174.813,10.6
-41.316,174.816,18.3
-41.316,174.819,18.7
-41.316,174.822,23.0
-41.316,174.825,19.1
-41.316,174.828,13.9
-41.316,174.831,23.6
-41.316,174.834,21.9
-41.316,174.837,17.1
-41.316,174.84,29.1
-41.313,174.72,17.6
-41.313,174.723,17.0
-41.313,174.726,25.7
-41.313,174.729,15.1
-41.313,174.732,16.3
-41.313,174.735,22.2
-41.313,174.738,22.2
-41.313,174.741,13.0
-41.313,174.744,10.2
-41.313,174.747,12.6
-41.313,174.75,17.0
-41.313,174.753,16.7
-41.313,174.756,12.9
-41.313,174.759,17.2
-41.313,174.762,17.0
-41.313,174.765,8.7
-41.313,174.768,10.9
-41.313,174.771,9.9
-41.313,174.774,10.3
-41.313,174.777,13.6
-41.313,174.78,12.3
-41.313,174.783,11.4
-41.313,174.786,7.0
-41.313,174.789,12.7
-41.313,174.792,13.3
-41.313,174.795,16.6
-41.313,174.798,8.6
-41.313,174.801,10.9
-41.313,174.804,15.8
-41.313,174.807,13.3
-41.313,174.81,18.8
-41.313,174.813,16.3
-41.313,174.816,20.9
-41.313,174.819,18.2
-41.313,174.822,13.6
-41.313,174.825,18.5
-41.313,174.828,22.1
-41.313,174.831,21.9
-41.313,174.834,16.1
-41.313,174.837,26.0
-41.313,174.84,24.8
-41.31,174.72,27.6
-41.31,174.723,20.9
-41.31,174.726,25.6
-41.31,174.729,24.1
-41.31,174.732,22.1
-41.31,174.735,16.1
-41.31,174.738,17.3
-41.31,174.741,13.3
-41.31,174.744,12.7
-41.31,174.747,11.9
-41.31,174.75,11.5
-41.31,174.753,12.7
-41.31,174.756,10.7
-41.31,174.759,12.6
-41.31,174.762,13.7
-41.31,174.765,5.2
-41.31,174.768,13.8
-41.31,174.771,6.7
-41.31,174.774,15.1
-41.31,174.777,4.2
-41.31,174.78,9.2
-41.31,174.783,15.8
-41.31,174.786,11.1
-41.31,174.789,5.1
-41.31,174.792,8.3
-41.31,174.795,15.7
-41.31,174.798,11.6
-41.31,174.801,15.3
-41.31,174.804,11.4
-41.31,174.807,11.3
-41.31,174.81,16.1
-41.31,174.813,12.7
-41.31,174.816,13.8
-41.31,174.819,12.4
-41.31,174.822,15.8
-41.31,174.825,14.6
-41.31,174.828,17.6
-41.31,174.831,13.8
-41.31,174.834,19.2
-41.31,174.837,17.3
-41.31,174.84,21.8
-41.307,174.72,27.4
-41.307,174.723,20.1
-41.307,174.726,20.6
-41.307,174.729,16.4
-41.307,174.732,22.5
-41.307,174.735,11.5
-41.307,174.738,14.2
-41.307,174.741,16.6
-41.307,174.744,14.4
-41.307,174.747,9.8
-41.307,174.75,15.5
-41.307,174.753,13.6
-41.307,174.756,7.6
-41.307,174.759,12.6
-41.307,174.762,9.6
-41.307,174.765,7.7
-41.307,174.768,9.7
-41.307,174.771,14.0
-41.307,174.774,14.1
-41.307,174.777,5.9
-41.307,174.78,13.3
-41.307,174.783,13.5
-41.307,174.786,10.2
-41.307,174.789,12.1
-41.307,174.792,7.1
-41.307,174.795,6.2
-41.307,174.798,7.8
-41.307,174.801,7.8
-41.307,174.804,11.9
-41.307,174.807,15.4
-41.307,174.81,10.1
-41.307,174.813,13.0
-41.307,174.816,9.7
-41.307,174.819,10.3
-41.307,174.822,13.8
-41.307,174.825,13.7
-41.307,174.828,22.2
-41.307,174.831,20.0
-41.307,174.834,17.8
-41.307,174.837,19.1
-41.307,174.84,21.8
-41.304,174.72,26.0
-41.304,174.723,21.7
-41.304,174.726,13.8
-41.304,174.729,14.5
-41.304,174.732,17.3
-41.304,174.735,20.1
-41.304,174.738,9.6
-41.304,174.741,11.9
-41.304,174.744,12.2
-41.304,174.747,7.8
-41.304,174.75,18.4
-41.304,174.753,8.4
-41.304,174.756,13.2
-41.304,174.759,12.3
-41.304,174.762,8.5
-41.304,174.765,11.2
-41.304,174.768,8.1
-41.304,174.771,14.7
-41.304,174.774,13.6
-41.304,174.777,7.2
-41.304,174.78,9.7
-41.304,174.783,13.0
-41.304,174.786,9.7
-41.304,174.789,6.3
-41.304,174.792,7.1
-41.304,174.795,15.0
-41.304,174.798,6.1
-41.304,174.801,10.0
-41.304,174.804,7.5
-41.304,174.807,16.4
-41.304,174.81,13.8
-41.304,174.813,8.2
-41.304,174.816,9.7
-41.304,174.819,14.4
-41.304,174.822,20.9
-41.304,174.825,17.6
-41.304,174.828,21.3
-41.304,174.831,12.7
-41.304,174.834,14.5
-41.304,174.837,20.2
-41.304,174.84,27.0
-41.301,174.72,17.6
-41.301,174.723,15.7
-41.301,174.726,21.3
-41.301,174.729,19.1
-41.301,174.732,21.8
-41.301,174.735,14.6
-41.301,174.738,11.6
-41.301,174.741,18.5
-41.301,174.744,17.4
-41.301,174.747,11.5
-41.301,174.75,17.9
-41.301,174.753,15.3
-41.301,174.756,13.9
-41.301,174.759,16.1
-41.301,174.762,5.5
-41.301,174.765,6.5
-41.301,174.768,5.3
-41.301,174.771,3.7
-41.301,174.774,2.6
-41.301,174.777,3.2
-41.301,174.78,2.3
-41.301,174.783,2.0
-41.301,174.786,1.8
-41.301,174.789,4.3
-41.301,174.792,10.4
-41.301,174.795,5.0
-41.301,174.798,6.9
-41.301,174.801,7.4
-41.301,174.804,9.4
-41.301,174.807,8.2
-41.301,174.81,13.3
-41.301,174.813,7.7
-41.301,174.816,8.2
-41.301,174.819,8.9
-41.301,174.822,9.3
-41.301,174.825,18.5
-41.301,174.828,18.7
-41.301,174.831,17.2
-41.301,174.834,17.6
-41.301,174.837,16.5
-41.301,174.84,19.6
-41.298,174.72,23.8
-41.298,174.723,22.1
-41.298,174.726,21.2
-41.298,174.729,12.5
-41.298,174.732,19.5
-41.298,174.735,13.9
-41.298,174.738,16.0
-41.298,174.741,7.9
-41.298,174.744,12.5
-41.298,174.747,18.4
-41.298,174.75,15.5
-41.298,174.753,6.9
-41.298,174.756,4.6
-41.298,174.759,13.7
-41.298,174.762,7.9
-41.298,174.765,13.0
-41.298,174.768,5.7
-41.298,174.771,2.9
-41.298,174.774,1.8
-41.298,174.777,2.3
-41.298,174.78,2.7
-41.298,174.783,2.4
-41.298,174.786,3.0
-41.298,174.789,2.9
-41.298,174.792,6.5
-41.298,174.795,7.9
-41.298,174.798,9.0
-41.298,174.801,7.6
-41.298,174.804,7.5
-41.298,174.807,5.3
-41.298,174.81,14.6
-41.298,174.813,13.8
-41.298,174.816,18.5
-41.298,174.819,12.1
-41.298,174.822,16.9
-41.298,174.825,18.1
-41.298,174.828,11.9
-41.298,174.831,12.7
-41.298,174.834,18.2
-41.298,174.837,20.0
-41.298,174.84,26.8
-41.295,174.72,23.5
-41.295,174.723,17.8
-41.295,174.726,16.7
-41.295,174.729,19.4
-41.295,174.732,18.2
-41.295,174.735,18.6
-41.295,174.738,9.3
-41.295,174.741,8.0
-41.295,174.744,13.8
-41.295,174.747,12.8
-41.295,174.75,15.4
-41.295,174.753,12.7
-41.295,174.756,10.1
-41.295,174.759,4.6
-41.295,174.762,11.4
-41.295,174.765,12.7
-41.295,174.768,2.7
-41.295,174.771,1.9
-41.295,174.774,2.1
-41.295,174.777,2.8
-41.295,174.78,2.3
-41.295,174.783,2.7
-41.295,174.786,2.8
-41.295,174.789,2.4
-41.295,174.792,2.3
-41.295,174.795,13.0
-41.295,174.798,11.1
-41.295,174.801,6.3
-41.295,174.804,7.3
-41.295,174.807,6.7
-41.295,174.81,13.7
-41.295,174.813,7.6
-41.295,174.816,11.2
-41.295,174.819,9.5
-41.295,174.822,19.0
-41.295,174.825,14.0
-41.295,174.828,18.0
-41.295,174.831,20.1
-41.295,174.834,20.3
-41.295,174.837,18.1
-41.295,174.84,17.6
-41.292,174.72,20.7
-41.292,174.723,14.5
-41.292,174.726,22.5
-41.292,174.729,18.6
-41.292,174.732,12.5
-41.292,174.735,9.7
-41.292,174.738,19.6
-41.292,174.741,10.4
-41.292,174.744,16.7
-41.292,174.747,15.3
-41.292,174.75,8.3
-41.292,174.753,13.8
-41.292,174.756,11.0
-41.292,174.759,12.1
-41.292,174.762,13.8
-41.292,174.765,2.8
-41.292,174.768,1.8
-41.292,174.771,1.9
-41.292,174.774,2.4
-41.292,174.777,2.7
-41.292,174.78,2.7
-41.292,174.783,3.1
-41.292,174.786,2.3
-41.292,174.789,2.0
-41.292,174.792,3.3
-41.292,174.795,2.9
-41.292,174.798,9.7
-41.292,174.801,6.8
-41.292,174.804,10.1
-41.292,174.807,11.4
-41.292,174.81,14.9
-41.292,174.813,11.9
-41.292,174.816,10.8
-41.292,174.819,8.4
-41.292,174.822,20.2
-41.292,174.825,20.0
-41.292,174.828,21.3
-41.292,174.831,12.9
-41.292,174.834,13.5
-41.292,174.837,22.9
-41.292,174.84,22.8
-41.289,174.72,15.0
-41.289,174.723,18.1
-41.289,174.726,16.5
-41.289,174.729,19.6
-41.289,174.732,14.8
-41.289,174.735,11.4
-41.289,174.738,13.6
-41.289,174.741,16.9
-41.289,174.744,9.2
-41.289,174.747,16.5
-41.289,174.75,6.0
-41.289,174.753,6.3
-41.289,174.756,6.3
-41.289,174.759,7.0
-41.289,174.762,14.5
-41.289,174.765,2.1
-41.289,174.768,3.0
-41.289,174.771,2.1
-41.289,174.774,3.2
-41.289,174.777,2.3
-41.289,174.78,2.3
-41.289,174.783,3.2
-41.289,174.786,2.3
-41.289,174.789,2.5
-41.289,174.792,2.4
-41.289,174.795,2.5
-41.289,174.798,9.3
-41.289,174.801,10.7
-41.289,174.804,6.0
-41.289,174.807,8.0
-41.289,174.81,14.8
-41.289,174.813,9.3
-41.289,174.816,11.0
-41.289,174.819,8.8
-41.289,174.822,11.9
-41.289,174.825,16.6
-41.289,174.828,13.9
-41.289,174.831,22.7
-41.289,174.834,19.2
-41.289,174.837,25.1
-41.289,174.84,19.7
-41.286,174.72,19.2
-41.286,174.723,24.5
-41.286,174.726,22.5
-41.286,174.729,12.8
-41.286,174.732,18.1
-41.286,174.735,19.5
-41.286,174.738,17.4
-41.286,174.741,16.3
-41.286,174.744,17.0
-41.286,174.747,14.3
-41.286,174.75,7.3
-41.286,174.753,15.9
-41.286,174.756,12.9
-41.286,174.759,12.0
-41.286,174.762,10.5
-41.286,174.765,2.6
-41.286,174.768,2.0
-41.286,174.771,2.8
-41.286,174.774,2.1
-41.286,174.777,1.9
-41.286,174.78,1.9
-41.286,174.783,1.9
-41.286,174.786,2.4
-41.286,174.789,3.0
-41.286,174.792,2.3
-41.286,174.795,1.7
-41.286,174.798,4.9
-41.286,174.801,5.9
-41.286,174.804,14.7
-41.286,174.807,10.1
-41.286,174.81,17.0
-41.286,174.813,14.1
-41.286,174.816,16.8
-41.286,174.819,15.3
-41.286,174.822,16.6
-41.286,174.825,12.5
-41.286,174.828,14.2
-41.286,174.831,17.0
-41.286,174.834,19.0
-41.286,174.837,23.7
-41.286,174.84,16.2
-41.283,174.72,16.0
-41.283,174.723,19.6
-41.283,174.726,20.6
-41.283,174.729,11.7
-41.283,174.732,10.4
-41.283,174.735,11.9
-41.283,174.738,15.5
-41.283,174.741,8.9
-41.283,174.744,10.1
-41.283,174.747,12.5
-41.283,174.75,15.3
-41.283,174.753,15.9
-41.283,174.756,15.4
-41.283,174.759,12.8
-41.283,174.762,5.5
-41.283,174.765,2.7
-41.283,174.768,3.1
-41.283,174.771,2.8
-41.283,174.774,3.2
-41.283,174.777,2.8
-41.283,174.78,2.1
-41.283,174.783,1.8
-41.283,174.786,3.2
-41.283,174.789,2.5
-41.283,174.792,2.9
-41.283,174.795,2.4
-41.283,174.798,7.9
-41.283,174.801,8.4
-41.283,174.804,6.7
-41.283,174.807,6.3
-41.283,174.81,15.5
-41.283,174.813,17.6
-41.283,174.816,12.8
-41.283,174.819,9.7
-41.283,174.822,9.5
-41.283,174.825,21.0
-41.283,174.828,20.7
-41.283,174.831,21.0
-41.283,174.834,12.5
-41.283,174.837,24.8
-41.283,174.84,15.2
-41.28,174.72,25.3
-41.28,174.723,21.6
-41.28,174.726,15.8
-41.28,174.729,22.2
-41.28,174.732,11.7
-41.28,174.735,19.0
-41.28,174.738,17.5
-41.28,174.741,17.8
-41.28,174.744,9.1
-41.28,174.747,17.8
-41.28,174.75,7.8
-41.28,174.753,14.8
-41.28,174.756,12.2
-41.28,174.759,8.2
-41.28,174.762,14.6
-41.28,174.765,2.5
-41.28,174.768,3.2
-41.28,174.771,2.8
-41.28,174.774,2.7
-41.28,174.777,2.5
-41.28,174.78,2.9
-41.28,174.783,1.8
-41.28,174.786,2.0
-41.28,174.789,1.7
-41.28,174.792,2.2
-41.28,174.795,2.8
-41.28,174.798,10.5
-41.28,174.801,7.1
-41.28,174.804,9.3
-41.28,174.807,15.6
-41.28,174.81,6.8
-41.28,174.813,12.6
-41.28,174.816,11.1
-41.28,174.819,12.4
-41.28,174.822,15.1
-41.28,174.825,19.2
-41.28,174.828,11.5
-41.28,174.831,13.4
-41.28,174.834,15.4
-41.28,174.837,17.9
-41.28,174.84,25.1
-41.277,174.72,25.7
-41.277,174.723,24.8
-41.277,174.726,16.9
-41.277,174.729,21.2
-41.277,174.732,21.9
-41.277,174.735,19.8
-41.277,174.738,9.3
-41.277,174.741,18.3
-41.277,174.744,10.3
-41.277,174.747,7.4
-41.277,174.75,9.5
-41.277,174.753,15.6
-41.277,174.756,12.8
-41.277,174.759,14.5
-41.277,174.762,11.1
-41.277,174.765,2.6
-41.277,174.768,1.8
-41.277,174.771,3.2
-41.277,174.774,2.9
-41.277,174.777,2.6
-41.277,174.78,2.9
-41.277,174.783,2.9
-41.277,174.786,2.2
-41.277,174.789,2.7
-41.277,174.792,1.8
-41.277,174.795,1.8
-41.277,174.798,6.3
-41.277,174.801,8.0
-41.277,174.804,8.9
-41.277,174.807,10.9
-41.277,174.81,6.3
-41.277,174.813,8.6
-41.277,174.816,10.7
-41.277,174.819,13.8
-41.277,174.822,16.3
-41.277,174.825,12.6
-41.277,174.828,18.0
-41.277,174.831,17.1
-41.277,174.834,17.9
-41.277,174.837,17.8
-41.277,174.84,15.4
-41.274,174.72,15.5
-41.274,174.723,21.5
-41.274,174.726,13.9
-41.274,174.729,16.4
-41.274,174.732,21.7
-41.274,174.735,14.1
-41.274,174.738,14.0
-41.274,174.741,13.6
-41.274,174.744,16.7
-41.274,174.747,12.8
-41.274,174.75,6.0
-41.274,174.753,16.5
-41.274,174.756,11.7
-41.274,174.759,5.8
-41.274,174.762,9.1
-41.274,174.765,14.2
-41.274,174.768,1.9
-41.274,174.771,3.1
-41.274,174.774,2.5
-41.274,174.777,2.6
-41.274,174.78,2.8
-41.274,174.783,2.5
-41.274,174.786,1.9
-41.274,174.789,1.8
-41.274,174.792,2.3
-41.274,174.795,14.3
-41.274,174.798,8.6
-41.274,174.801,13.6
-41.274,174.804,16.2
-41.274,174.807,6.3
-41.274,174.81,12.4
-41.274,174.813,11.9
-41.274,174.816,16.9
-41.274,174.819,13.0
-41.274,174.822,15.5
-41.274,174.825,18.1
-41.274,174.828,12.9
-41.274,174.831,13.9
-41.274,174.834,17.6
-41.274,174.837,19.5
-41.274,174.84,15.5
-41.271,174.72,19.1
-41.271,174.723,14.4
-41.271,174.726,24.5
-41.271,174.729,18.2
-41.271,174.732,15.2
-41.271,174.735,12.8
-41.271,174.738,16.6
-41.271,174.741,8.8
-41.271,174.744,11.4
-41.271,174.747,10.4
-41.271,174.75,14.3
-41.271,174.753,11.8
-41.271,174.756,7.7
-41.271,174.759,15.7
-41.271,174.762,15.7
-41.271,174.765,10.4
-41.271,174.768,10.3
-41.271,174.771,2.9
-41.271,174.774,2.0
-41.271,174.777,2.0
-41.271,174.78,2.3
-41.271,174.783,1.9
-41.271,174.786,2.4
-41.271,174.789,2.9
-41.271,174.792,9.0
-41.271,174.795,10.2
-41.271,174.798,4.6
-41.271,174.801,8.2
-41.271,174.804,14.5
-41.271,174.807,16.4
-41.271,174.81,11.0
-41.271,174.813,12.3
-41.271,174.816,17.7
-41.271,174.819,8.1
-41.271,174.822,19.4
-41.271,174.825,12.2
-41.271,174.828,12.6
-41.271,174.831,18.0
-41.271,174.834,15.3
-41.271,174.837,24.9
-41.271,174.84,20.8
-41.268,174.72,21.4
-41.268,174.723,19.0
-41.268,174.726,20.3
-41.268,174.729,21.8
-41.268,174.732,13.7
-41.268,174.735,13.9
-41.268,174.738,16.8
-41.268,174.741,18.1
-41.268,174.744,16.1
-41.268,174.747,8.8
-41.268,174.75,7.7
-41.268,174.753,11.8
-41.268,174.756,16.3
-41.268,174.759,9.7
-41.268,174.762,15.8
-41.268,174.765,3.9
-41.268,174.768,10.0
-41.268,174.771,13.1
-41.268,174.774,14.4
-41.268,174.777,1.7
-41.268,174.78,3.2
-41.268,174.783,3.2
-41.268,174.786,4.6
-41.268,174.789,12.0
-41.268,174.792,3.6
-41.268,174.795,9.3
-41.268,174.798,14.1
-41.268,174.801,11.2
-41.268,174.804,13.6
-41.268,174.807,7.6
-41.268,174.81,12.0
-41.268,174.813,12.5
-41.268,174.816,13.0
-41.268,174.819,17.3
-41.268,174.822,18.3
-41.268,174.825,11.5
-41.268,174.828,20.2
-41.268,174.831,15.6
-41.268,174.834,17.0
-41.268,174.837,22.7
-41.268,174.84,21.4
-41.265,174.72,22.0
-41.265,174.723,19.5
-41.265,174.726,13.6
-41.265,174.729,19.7
-41.265,174.732,11.6
-41.265,174.735,21.4
-41.265,174.738,11.3
-41.265,174.741,9.3
-41.265,174.744,9.6
-41.265,174.747,17.5
-41.265,174.75,8.2
-41.265,174.753,9.5
-41.265,174.756,8.9
-41.265,174.759,7.5
-41.265,174.762,12.7
-41.265,174.765,4.8
-41.265,174.768,12.8
-41.265,174.771,9.5
-41.265,174.774,13.4
-41.265,174.777,11.4
-41.265,174.78,15.2
-41.265,174.783,4.6
-41.265,174.786,11.0
-41.265,174.789,14.8
-41.265,174.792,12.4
-41.265,174.795,9.3
-41.265,174.798,6.0
-41.265,174.801,11.9
-41.265,174.804,13.0
-41.265,174.807,7.3
-41.265,174.81,10.9
-41.265,174.813,14.5
-41.265,174.816,12.1
-41.265,174.819,13.5
-41.265,174.822,18.8
-41.265,174.825,15.4
-41.265,174.828,12.0
-41.265,174.831,19.8
-41.265,174.834,21.8
-41.265,174.837,21.1
-41.265,174.84,18.8
-41.262,174.72,19.9
-41.262,174.723,18.4
-41.262,174.726,14.3
-41.262,174.729,21.5
-41.262,174.732,13.7
-41.262,174.735,22.2
-41.262,174.738,20.1
-41.262,174.741,20.5
-41.262,174.744,20.2
